ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
5A5AFBF6C67C6B05,electric_bike,52:33.6,52:59.2,,,,,41.91,-87.73,41.91,-87.73,casual
2E83B0420B3559B4,electric_bike,56:28.9,10:42.2,,,,,41.94,-87.75,41.95,-87.75,casual
158CC74266AFFEDE,electric_bike,05:52.9,06:17.6,,,,,41.89,-87.64,41.89,-87.64,casual
CC83A600C126173B,electric_bike,07:17.4,23:26.5,,,,,41.93,-87.78,41.93,-87.78,casual
91601FF18BEF68FD,electric_bike,06:15.7,16:25.6,,,,,41.89,-87.64,41.91,-87.67,casual
1A28A1C51D560EFF,electric_bike,42:48.7,50:46.8,,,,,41.95,-87.65,41.96,-87.66,casual
3E1945C2BDA57F5C,electric_bike,32:53.9,36:42.5,,,,,42,-87.7,42,-87.7,casual
70E4027D484D0E62,electric_bike,47:15.5,48:40.5,,,,,42,-87.7,41.99,-87.65,casual
C30D2EC9946743D3,electric_bike,49:12.5,01:01.5,,,,,41.95,-87.67,41.98,-87.67,casual
6ACC136A457F12A6,electric_bike,35:24.7,36:04.4,,,,,41.95,-87.66,41.95,-87.66,casual
70612B4854FB8961,electric_bike,38:20.4,46:07.8,,,,,41.89,-87.61,41.9,-87.62,casual
F24C85818B30D579,electric_bike,59:46.5,03:16.9,,,,,41.89,-87.62,41.89,-87.63,casual
18743FFFAEDFF8E7,electric_bike,03:57.4,13:32.5,,,,,41.89,-87.63,41.88,-87.64,casual
17F157210843756F,electric_bike,18:30.8,22:59.4,,,,,41.94,-87.67,41.94,-87.67,casual
75FDBC4357910EE4,electric_bike,46:56.5,26:08.2,,,,,41.88,-87.63,41.93,-87.64,casual
F1F78B5B4C5E37BC,electric_bike,00:14.2,00:40.3,,,,,41.93,-87.68,41.93,-87.68,casual
D876E8D6B0D1F6E6,electric_bike,14:41.5,41:55.2,,,,,41.78,-87.6,41.78,-87.59,casual
78653AD92C580504,electric_bike,27:18.3,27:32.5,,,,,41.72,-87.66,41.72,-87.66,casual
23F347DE3EF5E78F,electric_bike,39:44.9,44:59.5,,,,,41.97,-87.67,41.97,-87.65,casual
48D1ED3A467479C7,electric_bike,46:46.8,47:06.6,,,,,41.88,-87.66,41.88,-87.66,casual
1F9088DED7D1FB28,electric_bike,05:17.6,13:00.8,,,,,41.95,-87.64,41.96,-87.65,casual
02A71853C2888631,electric_bike,32:49.4,17:09.1,,,,,41.93,-87.65,41.91,-87.78,casual
90761D56DE934199,electric_bike,35:09.2,35:42.8,,,,,41.86,-87.65,41.86,-87.65,casual
79D928D7A545371E,electric_bike,15:01.6,40:39.7,,,,,41.94,-87.65,41.94,-87.64,casual
3AFF21F660A8770B,electric_bike,51:08.6,12:15.9,,,,,41.86,-87.62,41.8,-87.58,casual
2DEDCC1E1209C1D2,electric_bike,22:17.4,01:01.5,,,,,41.86,-87.61,41.87,-87.62,casual
E744E8E87A097128,electric_bike,48:39.9,50:44.4,,,,,41.89,-87.62,41.88,-87.62,member
480D8F2EDFE42ABE,electric_bike,29:22.3,32:22.4,,,,,41.89,-87.64,41.9,-87.64,casual
EC196FB566BFB326,electric_bike,23:47.8,42:04.9,,,,,41.89,-87.62,41.91,-87.63,casual
D8163FCAB8399BAE,electric_bike,29:02.6,41:49.4,,,,,41.9,-87.69,41.93,-87.71,casual
D37C59E8F268B03D,electric_bike,47:15.7,01:17.8,,,,,41.91,-87.63,41.9,-87.62,casual
00311CCBCCA9C8AF,electric_bike,36:46.9,40:42.8,,,,,41.9,-87.63,41.9,-87.64,casual
C35DDE2239513EE6,electric_bike,50:49.4,59:03.0,,,,,41.9,-87.64,41.91,-87.63,casual
347C78E9647166B4,electric_bike,51:37.6,59:05.9,,,,,41.96,-87.66,41.98,-87.66,casual
AB80DDE91C50DADA,electric_bike,27:48.0,32:27.3,,,,,41.79,-87.6,41.79,-87.6,casual
F7E0B90B21CB9A88,electric_bike,12:35.6,17:09.0,,,,,41.91,-87.63,41.91,-87.63,member
A64CB9D7178BAE3D,electric_bike,57:52.8,58:15.7,,,,,41.9,-87.61,41.9,-87.61,casual
BAA154388A869E64,classic_bike,35:14.4,48:24.4,State St & Randolph St,TA1305000029,Wabash Ave & 9th St,TA1309000010,41.88462107257936,-87.62783423,41.870769,-87.625734,member
8752245932EFF67A,electric_bike,33:14.0,55:23.9,Franklin St & Monroe St,TA1309000007,Damen Ave & Cortland St,13133,41.880317,-87.635185,41.915983,-87.677335,member
44DDF9F57A9A161F,classic_bike,44:06.2,57:52.1,Franklin St & Monroe St,TA1309000007,Clark St & Elm St,TA1307000039,41.880317,-87.635185,41.902973,-87.63128,member
44AAAF069B0C78C3,electric_bike,47:11.9,56:33.3,Clark St & Elm St,TA1307000039,McClurg Ct & Ohio St,TA1306000029,41.902973,-87.63128,41.892592119709725,-87.61728913,member
77138D500A6B7B4B,classic_bike,34:20.6,46:29.3,Western Ave & Leland Ave,TA1307000140,Ashland Ave & Belle Plaine Ave,13249,41.966399801840986,-87.68870428,41.956057,-87.668835,casual
F6F581F31A9C9BC2,electric_bike,08:09.1,44:53.8,Clark St & Elm St,TA1307000039,Stetson Ave & South Water St,TA1308000029,41.902973,-87.63128,41.886835,-87.62232,casual
604663B88BC6DB8A,classic_bike,08:13.3,34:06.9,Michigan Ave & Jackson Blvd,TA1309000002,Larrabee St & Webster Ave,13193,41.8777679,-87.624164,41.921822,-87.64414,member
26021CDC5238475E,electric_bike,04:33.9,08:27.7,Franklin St & Monroe St,TA1309000007,Kingsbury St & Kinzie St,KA1503000043,41.880317,-87.635185,41.88917683,-87.63850577,member
0512319767100E18,electric_bike,28:36.3,30:37.9,Franklin St & Monroe St,TA1309000007,,,41.880317,-87.635185,41.88,-87.64,member
157E93813FE5D732,electric_bike,06:01.3,10:33.8,Franklin St & Monroe St,TA1309000007,,,41.880317,-87.635185,41.89,-87.63,member
39E8AB05D21377E0,electric_bike,56:39.7,59:31.9,Kilbourn Ave & Diversey Ave,24323,,,41.93179,-87.73934,41.93,-87.75,member
786F424794F67C66,electric_bike,11:56.6,13:38.8,Michigan Ave & Jackson Blvd,TA1309000002,Wabash Ave & Adams St,KA1503000015,41.8777679,-87.624164,41.87947235,-87.62568861,member
BF77066C452B16A1,classic_bike,41:13.1,55:32.4,Scottsdale Park,23113,Scottsdale Park,23113,41.741966,-87.736179,41.741966,-87.736179,casual
6A2177F79C2976F8,classic_bike,38:10.1,40:23.9,Scottsdale Park,23113,Scottsdale Park,23113,41.741966,-87.736179,41.741966,-87.736179,casual
B47F034A9ACCAC32,classic_bike,41:36.7,55:34.5,Scottsdale Park,23113,Scottsdale Park,23113,41.741966,-87.736179,41.741966,-87.736179,casual
0A0B0256A2D542D5,electric_bike,30:16.5,01:38.8,Lincoln Ave & Addison St,TA1309000050,Lincoln Ave & Addison St,TA1309000050,41.946176,-87.673308,41.946176,-87.673308,casual
0424599BACED4DB0,electric_bike,57:25.7,57:41.5,Public Rack - Chopin Park,542,Public Rack - Chopin Park,542,41.942675,-87.761899,41.942675,-87.761899,casual
EC630B50C3D0EED2,classic_bike,16:35.7,41:49.1,St. Louis Ave & Fullerton Ave,KA1504000090,Sawyer Ave & Irving Park Rd,KA1504000096,41.92481559681187,-87.71449506,41.95358618,-87.7093108,casual
A865C52671289685,classic_bike,54:53.7,21:11.7,Dearborn Pkwy & Delaware Pl,TA1307000128,Dearborn Pkwy & Delaware Pl,TA1307000128,41.898969,-87.629912,41.898969,-87.629912,casual
BE268ACD791E4ECA,classic_bike,26:48.6,15:47.1,Ravenswood Ave & Irving Park Rd,TA1307000149,Ravenswood Ave & Irving Park Rd,TA1307000149,41.95469,-87.67393,41.95469,-87.67393,member
2ACA83C829C4B41E,electric_bike,59:32.5,16:59.1,Lincoln Ave & Addison St,TA1309000050,St. Louis Ave & Fullerton Ave,KA1504000090,41.946176,-87.673308,41.92481559681187,-87.71449506,member
F7BC3BF755D77112,classic_bike,38:52.9,03:13.8,Indiana Ave & 26th St,TA1307000005,Rush St & Hubbard St,KA1503000044,41.845687,-87.622481,41.890173,-87.626185,member
8E8AA689B9124ECE,classic_bike,21:06.2,23:17.9,Michigan Ave & Jackson Blvd,TA1309000002,Millennium Park,13008,41.8777679,-87.624164,41.8810317,-87.62408432,member
976B99B688C334BE,classic_bike,57:03.5,59:33.8,Michigan Ave & Jackson Blvd,TA1309000002,Millennium Park,13008,41.8777679,-87.624164,41.8810317,-87.62408432,member
117630B39AF489EA,electric_bike,32:43.7,45:40.5,Damen Ave & Cortland St,13133,Milwaukee Ave & Grand Ave,13033,41.915983,-87.677335,41.891578,-87.648384,member
9E4D17FC07CF5247,electric_bike,37:20.5,43:56.7,Clark St & Elm St,TA1307000039,Larrabee St & Kingsbury St,TA1306000009,41.902973,-87.63128,41.897764,-87.642884,member
67BA2FD2F2A780E7,electric_bike,20:22.2,32:10.3,Clark St & Schreiber Ave,KA1504000156,Clark St & Schreiber Ave,KA1504000156,41.999245,-87.671249,41.999245,-87.671249,member
91B27F651DE625F8,electric_bike,42:57.7,56:16.0,Franklin St & Monroe St,TA1309000007,Morgan St & 18th St,13163,41.880317,-87.635185,41.858086,-87.651073,member
45E3E68C08A23B8C,classic_bike,46:30.7,55:16.5,Damen Ave & Cortland St,13133,Albany Ave & Bloomingdale Ave,15655,41.915983,-87.677335,41.91402671,-87.70512646,member
3CA276EE3376A498,electric_bike,21:50.1,24:50.8,Franklin St & Monroe St,TA1309000007,Franklin St & Lake St,TA1307000111,41.880317,-87.635185,41.885837,-87.6355,member
3C56E3FC76BA257C,classic_bike,01:01.4,21:08.0,State St & Randolph St,TA1305000029,Morgan St & Polk St,TA1307000130,41.88462107257936,-87.62783423,41.871737,-87.65103,member
1FC0B2C12AD55321,classic_bike,36:36.4,43:10.1,State St & Randolph St,TA1305000029,Franklin St & Lake St,TA1307000111,41.88462107257936,-87.62783423,41.885837,-87.6355,member
DBF09BE1BE634313,classic_bike,07:02.9,10:20.9,Franklin St & Monroe St,TA1309000007,Franklin St & Lake St,TA1307000111,41.880317,-87.635185,41.885837,-87.6355,member
27EEEA9729CF2AC0,classic_bike,18:54.5,31:36.8,State St & Randolph St,TA1305000029,Wells St & Polk St,SL-011,41.88462107257936,-87.62783423,41.872731542263075,-87.63351649,member
CBB93B978125BF0A,electric_bike,15:18.3,48:11.5,Michigan Ave & Jackson Blvd,TA1309000002,Southport Ave & Waveland Ave,13235,41.87768984,-87.62407136,41.94724,-87.66412,member
DC82832AC2935AE9,classic_bike,11:58.2,17:58.7,Franklin St & Monroe St,TA1309000007,Sangamon St & Washington Blvd,13409,41.880317,-87.635185,41.883165,-87.6511,casual
C4E348C6733DBBFE,electric_bike,37:51.4,40:59.6,State St & Randolph St,TA1305000029,State St & Randolph St,TA1305000029,41.88462107257936,-87.62783423,41.88462107257936,-87.62783423,casual
08E628B220CD1848,electric_bike,07:20.3,10:13.4,Franklin St & Monroe St,TA1309000007,Orleans St & Merchandise Mart Plaza,TA1305000022,41.880317,-87.635185,41.888243,-87.63639,member
F9BD66B3ADE3087D,electric_bike,47:04.1,09:22.8,Lake Park Ave & 35th St,KA1503000004,Halsted St & 21st St,13162,41.83127424,-87.60879919,41.85377981072743,-87.64660299,member
95B5859B40A911B2,classic_bike,38:42.2,41:31.2,Clark St & Elm St,TA1307000039,Clark St & Schiller St,TA1309000024,41.902973,-87.63128,41.907993,-87.631501,member
72BA1105E8ADEC8D,classic_bike,58:23.5,02:08.0,Clark St & Elm St,TA1307000039,Clark St & Schiller St,TA1309000024,41.902973,-87.63128,41.907993,-87.631501,member
F7E2BD06672068DD,classic_bike,28:17.9,31:33.4,Clark St & Elm St,TA1307000039,Clark St & Schiller St,TA1309000024,41.902973,-87.63128,41.907993,-87.631501,member
6CE084EC74B8F02B,electric_bike,46:50.2,52:56.7,Sheffield Ave & Wellington Ave,TA1307000052,Southport Ave & Belmont Ave,13229,41.93625348,-87.6526621,41.93947775040509,-87.66374767,member
7AD8C81154136FFB,classic_bike,24:29.4,37:10.7,Sheridan Rd & Noyes St (NU),604,Benson Ave & Church St,596,42.058239,-87.677432,42.048214,-87.683485,casual
AA1E08B537C5C22F,classic_bike,37:07.9,44:04.5,Sheridan Rd & Noyes St (NU),604,Benson Ave & Church St,596,42.058239,-87.677432,42.048214,-87.683485,member
BEC505114331F4DD,classic_bike,04:48.4,13:09.9,Sheridan Rd & Noyes St (NU),604,Benson Ave & Church St,596,42.058239,-87.677432,42.048214,-87.683485,member
573D76AA0C7932B2,electric_bike,05:59.9,14:02.0,Sheridan Rd & Loyola Ave,RP-009,Western Ave & Granville Ave,KA1504000129,42.00104378,-87.66119824,41.99416137,-87.68943828,member
069B4B150EDA17CD,classic_bike,41:36.1,44:20.0,Stave St & Armitage Ave,13266,Milwaukee Ave & Rockwell St,13242,41.917741,-87.691392,41.92019556200566,-87.6926592,member
BD30716B53C70E1E,electric_bike,39:29.0,43:24.7,State St & Randolph St,TA1305000029,Field Blvd & South Water St,15534,41.88462107257936,-87.62783423,41.88634906,-87.61751655,member
7F2F48CFA67EF7AF,electric_bike,40:01.2,48:37.2,Clark St & Ida B Wells Dr,TA1305000009,Calumet Ave & 18th St,13102,41.87593267,-87.63058454,41.85761755293753,-87.61941075,member
B8AD39AADC0CC037,electric_bike,30:56.0,37:25.2,Michigan Ave & Madison St,13036,Clinton St & Tilden St,13037,41.882134,-87.625125,41.875885,-87.640795,member
8F03DF0B21D0EE80,electric_bike,24:52.8,33:01.1,Orleans St & Merchandise Mart Plaza,TA1305000022,Sangamon St & Lake St,TA1306000015,41.888243,-87.63639,41.88577925240433,-87.65102461,member
8A2CDCAB52380474,classic_bike,23:02.3,30:51.3,Orleans St & Merchandise Mart Plaza,TA1305000022,Clinton St & Jackson Blvd,638,41.888243,-87.63639,41.878316611830684,-87.64098108,member
EF45A0EAA148AB86,classic_bike,44:29.1,25:01.5,Woodlawn Ave & Lake Park Ave,KA1503000065,Daley Center Plaza,TA1306000010,41.81409271,-87.59700515,41.884241,-87.629634,member
2EF4D1E1A58AE52B,electric_bike,19:01.0,30:45.5,Kedvale Ave & Peterson Ave,24159,Avondale Ave & Irving Park Rd,15624,41.9900762,-87.7317073,41.953393,-87.732002,member
99E8615F9DC28F76,classic_bike,50:58.7,57:51.9,Wabash Ave & Adams St,KA1503000015,Clinton St & Madison St,TA1305000032,41.87947235,-87.62568861,41.882751965685614,-87.64119029,member
66EF3144332A16D2,classic_bike,11:32.0,24:59.8,Halsted St & Maxwell St,TA1309000001,Morgan St & 31st St,TA1308000046,41.864883,-87.647071,41.8378,-87.65114,member
56F28842300904DE,classic_bike,01:58.9,07:13.8,Wabash Ave & Adams St,KA1503000015,Wabash Ave & Roosevelt Rd,TA1305000002,41.87947235,-87.62568861,41.867227,-87.625961,member
9A860D23305D6F0B,classic_bike,16:22.9,22:40.5,State St & Randolph St,TA1305000029,Clinton St & Lake St,13021,41.88462107257936,-87.62783423,41.885637,-87.641823,member
2788D062A5D4325D,electric_bike,56:42.6,15:23.4,Franklin St & Monroe St,TA1309000007,Clark St & Wrightwood Ave,TA1305000014,41.880317,-87.635185,41.929546,-87.643118,member
16557869073EAC6A,classic_bike,23:48.1,36:23.5,Clark St & Schiller St,TA1309000024,LaSalle St & Washington St,13006,41.907993,-87.631501,41.882664,-87.63253,member
DBDB65B3DAF134D9,classic_bike,27:22.5,37:28.5,Sheridan Rd & Lawrence Ave,TA1309000041,Montrose Harbor,TA1308000012,41.969517,-87.654691,41.963982,-87.638181,member
289E3D2B32EE7D4C,classic_bike,18:01.4,27:48.4,Dorchester Ave & 49th St,KA1503000069,Woodlawn Ave & 58th St,22002,41.805772,-87.592464,41.789381,-87.596479,member
862662B4C6B56F63,classic_bike,39:42.7,46:27.9,Larrabee St & Kingsbury St,TA1306000009,Ogden Ave & Race Ave,13194,41.897764,-87.642884,41.891795,-87.658751,member
573E7B0657DA8AF5,electric_bike,39:38.9,41:33.8,Wells St & Elm St,KA1504000135,Wells St & Evergreen Ave,TA1308000049,41.903222,-87.634324,41.906724,-87.63483,member
7715C0C66D287117,electric_bike,26:34.1,29:39.8,Wells St & Elm St,KA1504000135,Wells St & Huron St,TA1306000012,41.90355647,-87.63420904,41.894722,-87.634362,member
AA13711E82B37742,electric_bike,21:46.8,24:20.3,Halsted St & Maxwell St,TA1309000001,Halsted St & Polk St,TA1307000121,41.864883,-87.647071,41.87184,-87.64664,member
0F9F772606B9D9CF,electric_bike,04:25.1,26:29.3,Dorchester Ave & 49th St,KA1503000069,Indiana Ave & Roosevelt Rd,SL-005,41.805772,-87.592464,41.867888,-87.623041,member
422D495392324BA3,classic_bike,34:32.8,01:09.5,Michigan Ave & Jackson Blvd,TA1309000002,Wabash Ave & Wacker Pl,TA1307000131,41.8777679,-87.624164,41.886875,-87.62603,casual
468FD1AA69D03AF4,classic_bike,49:23.4,54:58.1,Wabash Ave & Adams St,KA1503000015,Buckingham Fountain,15541.1.1,41.87947235,-87.62568861,41.869515,-87.6240634,member
2F7C6B09FE0CDBF6,classic_bike,12:35.5,36:17.3,Franklin St & Monroe St,TA1309000007,Sedgwick St & Webster Ave,13191,41.880317,-87.635185,41.922167,-87.638888,casual
E3CE55314000C64E,classic_bike,18:02.9,30:23.6,Michigan Ave & Jackson Blvd,TA1309000002,Canal St & Harrison St,13326,41.8777679,-87.624164,41.874255,-87.639573,member
2AA9D7B92285C11D,classic_bike,25:08.5,33:49.1,Michigan Ave & Jackson Blvd,TA1309000002,Canal St & Harrison St,13326,41.8777679,-87.624164,41.874255,-87.639573,member
299EECFBF9F1FC72,classic_bike,53:19.7,04:08.7,Wabash Ave & Adams St,KA1503000015,Canal St & Madison St,13341,41.87947235,-87.62568861,41.882409,-87.639767,member
1CFA3232A65C120C,electric_bike,29:57.3,38:30.1,Kilbourn Ave & Diversey Ave,24323,Kedzie Ave & Milwaukee Ave,13085,41.93179,-87.73934,41.929567,-87.707857,member
2231517B282E8331,electric_bike,50:59.6,01:43.3,Granville Ave & Pulaski Rd,24156,Christiana Ave & Lawrence Ave,15615,41.9924402,-87.7289072,41.96835449,-87.71183067,member
8639742F4F16EDAF,classic_bike,21:34.4,55:01.1,Michigan Ave & Jackson Blvd,TA1309000002,Streeter Dr & Grand Ave,13022,41.8777679,-87.624164,41.892278,-87.612043,member
0BBEA7EE7E3ECB14,electric_bike,08:53.5,09:48.4,Franklin St & Monroe St,TA1309000007,Franklin St & Adams St (Temp),TA1309000008,41.880317,-87.635185,41.87943409140013,-87.63550401,member
E5C38A1EA72CE393,classic_bike,30:27.1,10:00.8,Franklin St & Monroe St,TA1309000007,Griffin Museum of Science and Industry,KA1503000074,41.880317,-87.635185,41.79172821,-87.58394501,member
D06C9938E044CED6,electric_bike,21:39.5,31:04.2,Elizabeth St & Randolph St,23001,Desplaines St & Kinzie St,TA1306000003,41.884336,-87.658902,41.88871604,-87.64444785,member
C5E12067E8ABD24E,electric_bike,31:02.3,53:12.7,Southport Ave & Wrightwood Ave,TA1307000113,Clark St & Bryn Mawr Ave,KA1504000151,41.928773,-87.663913,41.983593,-87.669154,member
E300560A8D8F3458,classic_bike,30:27.6,36:06.9,Broadway & Wilson Ave,13074,Clark St & Leland Ave,TA1309000014,41.965221,-87.658139,41.96708783918421,-87.66729087,member
E240044B993587F1,electric_bike,00:30.7,15:32.2,Southport Ave & Wrightwood Ave,TA1307000113,Damen Ave & Thomas St (Augusta Blvd),TA1307000070,41.928773,-87.663913,41.901315,-87.677409,member
02CADB1790F06E58,classic_bike,38:21.7,40:35.7,Southport Ave & Wrightwood Ave,TA1307000113,Ashland Ave & Wrightwood Ave,13296,41.928773,-87.663913,41.92883,-87.668507,member
86DEB6BB7724C897,classic_bike,33:11.7,40:41.6,Southport Ave & Wrightwood Ave,TA1307000113,Clark St & Drummond Pl,TA1307000142,41.928773,-87.663913,41.931248,-87.644336,member
EBCBEC83A55A2846,electric_bike,23:26.1,47:33.0,Kedzie Ave & Milwaukee Ave,13085,Paulina St & Flournoy St,KA1504000104,41.929567,-87.707857,41.873061087897916,-87.66913489,member
665B9496809BB4E5,electric_bike,41:47.1,07:11.3,Michigan Ave & Madison St,13036,Clarendon Ave & Gordon Ter,13379,41.882134,-87.625125,41.95786652415174,-87.64950514,member
E6C2DA191BE874E0,classic_bike,05:51.9,14:33.5,Wabash Ave & Adams St,KA1503000015,Columbus Dr & Randolph St,13263,41.87947235,-87.62568861,41.884728,-87.619521,member
7EF0C48914792E75,electric_bike,33:37.6,43:50.4,Southport Ave & Wrightwood Ave,TA1307000113,Sedgwick St & Schiller St,TA1307000143,41.928773,-87.663913,41.907626,-87.638566,member
889E2DBAD986BFC1,classic_bike,55:25.2,10:42.0,Michigan Ave & Madison St,13036,Michigan Ave & 14th St,TA1307000124,41.882134,-87.625125,41.864059,-87.623727,member
72264EFF7EF24A3F,electric_bike,44:06.5,46:29.3,N Carpenter St & W Lake St,20251,N Carpenter St & W Lake St,20251,41.885586,-87.6531893,41.885586,-87.6531893,member
0BBC7314DE4E5D1A,classic_bike,32:49.2,28:04.5,Keeler Ave & Carmen Ave,23110,Keeler Ave & Carmen Ave,23110,41.974323,-87.7331,41.974323,-87.7331,casual
51EB3D0102CECCE1,classic_bike,52:38.2,30:13.8,McClurg Ct & Ohio St,TA1306000029,McClurg Ct & Ohio St,TA1306000029,41.892592119709725,-87.61728913,41.892592119709725,-87.61728913,casual
38D9D3B9A9083DF9,classic_bike,28:15.4,30:35.5,McClurg Ct & Ohio St,TA1306000029,McClurg Ct & Ohio St,TA1306000029,41.892592119709725,-87.61728913,41.892592119709725,-87.61728913,casual
70B5EB7F9C7E664F,classic_bike,29:03.2,31:06.3,McClurg Ct & Ohio St,TA1306000029,McClurg Ct & Ohio St,TA1306000029,41.892592119709725,-87.61728913,41.892592119709725,-87.61728913,casual
99DD7E7DFE585D25,classic_bike,28:18.7,47:32.3,McClurg Ct & Ohio St,TA1306000029,McClurg Ct & Ohio St,TA1306000029,41.892592119709725,-87.61728913,41.892592119709725,-87.61728913,casual
EF6F8284C184E0B2,classic_bike,36:20.7,56:41.0,Stetson Ave & South Water St,TA1308000029,Stetson Ave & South Water St,TA1308000029,41.886835,-87.62232,41.886835,-87.62232,casual
4C883A06BA9FFDE4,electric_bike,58:37.0,13:58.9,Adler Planetarium,13431,Adler Planetarium,13431,41.866095,-87.607267,41.866095,-87.607267,casual
3588501727F25ED0,classic_bike,35:13.9,38:25.8,Adler Planetarium,13431,Adler Planetarium,13431,41.866095,-87.607267,41.866095,-87.607267,casual
68697FEA3460BCE0,classic_bike,46:28.2,18:32.4,Kosciuszko Park,15643,Kosciuszko Park,15643,41.93058537,-87.72377736,41.93058537,-87.72377736,casual
C02CDA568F8337A6,classic_bike,06:32.4,28:45.7,Adler Planetarium,13431,Adler Planetarium,13431,41.866095,-87.607267,41.866095,-87.607267,casual
693D4EA9F7F2DFFE,classic_bike,57:12.2,59:33.7,Adler Planetarium,13431,Adler Planetarium,13431,41.866095,-87.607267,41.866095,-87.607267,casual
468CF80523B2D5EF,classic_bike,10:55.6,27:15.2,Keeler Ave & Carmen Ave,23110,Keeler Ave & Carmen Ave,23110,41.974323,-87.7331,41.974323,-87.7331,casual
56485689FBBDD1A2,classic_bike,00:07.7,09:33.2,McClurg Ct & Ohio St,TA1306000029,McClurg Ct & Ohio St,TA1306000029,41.892592119709725,-87.61728913,41.892592119709725,-87.61728913,casual
F33D8DAB4F06964E,electric_bike,28:29.6,43:36.0,Adler Planetarium,13431,Adler Planetarium,13431,41.866095,-87.607267,41.866095,-87.607267,casual
D387C3857FB3AE1B,classic_bike,21:09.3,52:24.2,Desplaines St & Jackson Blvd,15539,Desplaines St & Jackson Blvd,15539,41.87811890091227,-87.6439476,41.87811890091227,-87.6439476,casual
4B1573EA665AA214,classic_bike,10:07.3,11:41.0,McClurg Ct & Ohio St,TA1306000029,McClurg Ct & Ohio St,TA1306000029,41.892592119709725,-87.61728913,41.892592119709725,-87.61728913,casual
84B5A9B565893DF7,classic_bike,35:20.2,56:24.0,Desplaines St & Jackson Blvd,15539,McClurg Ct & Ohio St,TA1306000029,41.87811890091227,-87.6439476,41.892592119709725,-87.61728913,member
3BEA66C3984AD70B,electric_bike,45:30.0,00:24.4,Desplaines St & Randolph St,15535,McClurg Ct & Ohio St,TA1306000029,41.883703,-87.644238,41.892592119709725,-87.61728913,member
E3CE7A596DB51606,classic_bike,30:25.1,36:06.0,Wabash Ave & Grand Ave,TA1307000117,McClurg Ct & Ohio St,TA1306000029,41.891466,-87.626761,41.892592119709725,-87.61728913,member
F95370B3AA4A8408,classic_bike,37:35.7,41:44.1,Wabash Ave & Grand Ave,TA1307000117,McClurg Ct & Ohio St,TA1306000029,41.891466,-87.626761,41.892592119709725,-87.61728913,member
8CD3B848489A1D21,classic_bike,49:30.9,09:46.1,Michigan Ave & 8th St,623,Adler Planetarium,13431,41.872773,-87.623981,41.866095,-87.607267,member
7832113D314FAB17,electric_bike,39:50.4,47:26.5,Halsted St & Maxwell St,TA1309000001,Wood St & Taylor St (Temp),13285,41.86484587,-87.64715958,41.869265218438194,-87.67373085,member
4C048FFDA2D6C5AD,electric_bike,39:11.4,45:57.4,Wabash Ave & Adams St,KA1503000015,Desplaines St & Jackson Blvd,15539,41.87947235,-87.62568861,41.87811890091227,-87.6439476,casual
738D944500417F15,classic_bike,37:42.1,02:45.7,Halsted St & Maxwell St,TA1309000001,Adler Planetarium,13431,41.864883,-87.647071,41.866095,-87.607267,casual
6E08773DAA228C7F,classic_bike,06:31.8,29:07.6,Halsted St & Maxwell St,TA1309000001,Adler Planetarium,13431,41.864883,-87.647071,41.866095,-87.607267,casual
A12A01B4F67C9181,electric_bike,39:42.8,53:10.4,,,Desplaines St & Jackson Blvd,15539,41.93,-87.65,41.87811890091227,-87.6439476,member
5616EC6CF682C3DB,electric_bike,56:27.0,02:31.7,,,Indiana Ave & 26th St,TA1307000005,41.83,-87.62,41.845687,-87.622481,member
1B0AE9E779AEF6DF,electric_bike,05:26.5,18:40.2,,,Desplaines St & Jackson Blvd,15539,41.91,-87.66,41.87811890091227,-87.6439476,member
E9C874E211EE7782,electric_bike,13:09.2,26:50.4,,,Desplaines St & Jackson Blvd,15539,41.93,-87.65,41.87811890091227,-87.6439476,member
F70FDC5B274F87C4,electric_bike,10:42.1,15:31.7,,,Indiana Ave & 26th St,TA1307000005,41.84,-87.61,41.845687,-87.622481,member
C5C21D9DEE14EC41,electric_bike,07:20.4,10:36.5,,,Kimball Ave & Belmont Ave,KA150400009X,41.95,-87.72,41.93939395344302,-87.71206766,member
53F5AE135AD75796,electric_bike,07:01.6,15:03.4,,,Ashland Ave & Belle Plaine Ave,13249,41.95,-87.69,41.956057,-87.668835,casual
F241C46E3324BEE4,electric_bike,12:00.1,33:57.6,,,Stetson Ave & South Water St,TA1308000029,41.89,-87.61,41.886835,-87.62232,casual
F05EF9140EB0F107,electric_bike,07:28.2,21:47.1,,,Kimball Ave & Belmont Ave,KA150400009X,41.93,-87.68,41.93939395344302,-87.71206766,casual
536912A3E93B1DA8,electric_bike,29:46.0,45:41.0,,,Adler Planetarium,13431,41.88,-87.62,41.866095,-87.607267,casual
0DF8350E39EA7F19,electric_bike,07:36.9,16:23.0,,,Stetson Ave & South Water St,TA1308000029,41.88,-87.63,41.886835,-87.62232,casual
657140F7F1E2BD63,electric_bike,29:24.0,45:51.1,,,Adler Planetarium,13431,41.88,-87.62,41.866095,-87.607267,casual
337C44A11F2840B5,electric_bike,14:03.6,40:20.8,,,Adler Planetarium,13431,41.91,-87.63,41.866095,-87.607267,casual
